Date,Open,High,Low,Close,Volume
17/09/2018,113.690002,113.699997,111.860001,112.139999,20736500
18/09/2018,112.190002,113.699997,111.720001,113.209999,22170900
19/09/2018,113.050003,113.32,111.040001,111.699997,21728400
20/09/2018,112.279999,113.800003,111.93,113.57,23714500
21/09/2018,114,115.290001,113.510002,114.260002,71229700
24/09/2018,113.029999,114.900002,112.220001,114.669998,27334500
25/09/2018,114.800003,115.099998,113.75,114.449997,22668000
26/09/2018,114.470001,115.059998,113.739998,113.980003,19352000
27/09/2018,114.779999,114.910004,114.199997,114.410004,19091300
28/09/2018,114.190002,114.57,113.68,114.370003,21647800
01/10/2018,114.75,115.68,114.730003,115.610001,18883100
02/10/2018,115.300003,115.839996,114.440002,115.150002,20787200
03/10/2018,115.419998,116.18,114.93,115.169998,16648000
04/10/2018,114.610001,114.760002,111.629997,112.790001,34821700
05/10/2018,112.629997,113.169998,110.639999,112.129997,29068900
08/10/2018,111.660004,112.029999,109.339996,110.849998,29640600
09/10/2018,111.139999,113.080002,110.800003,112.260002,26198600
10/10/2018,111.239998,111.5,105.790001,106.160004,61376300
11/10/2018,105.349998,108.93,104.199997,105.910004,63904300
12/10/2018,109.010002,111.239998,107.120003,109.57,47742100
15/10/2018,108.910004,109.480003,106.949997,107.599998,32068100
16/10/2018,109.540001,111.410004,108.949997,111,31610200
17/10/2018,111.68,111.809998,109.550003,110.709999,26548200
18/10/2018,110.099998,110.529999,107.830002,108.5,32506200
19/10/2018,108.93,110.860001,108.209999,108.660004,32785500
22/10/2018,109.32,110.540001,108.239998,109.629997,26545600
23/10/2018,107.769997,108.970001,105.110001,108.099998,43770400
24/10/2018,108.410004,108.489998,101.589996,102.32,63897800
25/10/2018,106.550003,109.269997,106.150002,108.300003,61646800
26/10/2018,105.690002,108.75,104.760002,106.959999,55523100
29/10/2018,108.110001,108.699997,101.629997,103.849998,55162000
30/10/2018,103.660004,104.379997,100.110001,103.730003,65350900
31/10/2018,105.440002,108.139999,105.389999,106.809998,51062400
01/11/2018,107.050003,107.32,105.529999,105.919998,33384200
02/11/2018,106.480003,107.32,104.980003,106.160004,37680200
05/11/2018,106.370003,107.739998,105.900002,107.510002,27922100
06/11/2018,107.379997,108.839996,106.279999,107.720001,24340200
07/11/2018,109.440002,112.239998,109.400002,111.959999,37901700
